,DayNum,VehId,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%],Vehicle Type,Vehicle Class,Engine Configuration & Displacement,Transmission,Drive Wheels,Generalized_Weight
10670218,275.663621157,465,2117,3900,42.3050861111,-83.6926483333,32.0,27.3199996948,1780.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670219,275.663621157,465,2117,4000,42.3050861111,-83.6926483333,32.0,27.3199996948,1780.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670220,275.663621157,465,2117,4300,42.3050861111,-83.6926483333,32.0,27.3199996948,1956.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670221,275.663621157,465,2117,4400,42.3050861111,-83.6926483333,32.0,36.9199981689,1956.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670222,275.663621157,465,2117,4900,42.3050861111,-83.6926483333,36.0,36.9199981689,1956.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670223,275.663621157,465,2117,6000,42.3050861111,-83.6926483333,40.0,36.9199981689,1956.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670224,275.663621157,465,2117,6100,42.3051461111,-83.69236027779999,40.0,36.9199981689,1956.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670225,275.663621157,465,2117,6300,42.3051461111,-83.69236027779999,40.0,36.9199981689,2103.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670226,275.663621157,465,2117,6400,42.3051461111,-83.69236027779999,40.0,38.0699996948,2103.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670227,275.663621157,465,2117,7000,42.3051461111,-83.69236027779999,43.0,38.0699996948,2103.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670228,275.663621157,465,2117,8100,42.3051461111,-83.69236027779999,46.0,38.0699996948,2103.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670229,275.663621157,465,2117,8300,42.3051461111,-83.69236027779999,46.0,38.0699996948,1990.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670230,275.663621157,465,2117,8400,42.3051461111,-83.69236027779999,46.0,37.0699996948,1990.0,47.843139648400005,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670231,275.663621157,465,2117,8600,42.3051461111,-83.69236027779999,46.0,37.0699996948,1990.0,51.764705658000004,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670232,275.663621157,465,2117,8900,42.3052533333,-83.69196027779999,46.0,37.0699996948,1990.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670233,275.663621157,465,2117,9000,42.3052533333,-83.69196027779999,46.0,37.0699996948,1990.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670234,275.663621157,465,2117,9100,42.3052533333,-83.69196027779999,48.0,37.0699996948,1990.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670235,275.663621157,465,2117,10300,42.3052533333,-83.69196027779999,48.0,37.0699996948,1526.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670236,275.663621157,465,2117,10500,42.3052533333,-83.69196027779999,48.0,11.800000190699999,1526.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670237,275.663621157,465,2117,12100,42.3053825,-83.69150833329999,48.0,11.800000190699999,1526.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670238,275.663621157,465,2117,12400,42.3053825,-83.69150833329999,48.0,11.800000190699999,1183.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670239,275.663621157,465,2117,12500,42.3053825,-83.69150833329999,48.0,5.599999904630001,1183.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670240,275.663621157,465,2117,13300,42.3053825,-83.69150833329999,47.0,5.599999904630001,1183.0,51.764705658000004,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670241,275.663621157,465,2117,13700,42.3053825,-83.69150833329999,47.0,5.599999904630001,1183.0,12.1568632126,20.0,,,,,,,,1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670242,275.663621157,465,2117,13900,42.3053825,-83.69150833329999,47.0,5.599999904630001,1183.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670243,275.663621157,465,2117,14000,42.3053825,-83.69150833329999,47.0,5.599999904630001,1183.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670244,275.663621157,465,2117,14400,42.3053825,-83.69150833329999,47.0,5.599999904630001,1373.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670245,275.663621157,465,2117,14500,42.3053825,-83.69150833329999,47.0,15.0699996948,1373.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670246,275.663621157,465,2117,15100,42.305513611100004,-83.6910486111,47.0,15.0699996948,1373.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670247,275.663621157,465,2117,15400,42.305513611100004,-83.6910486111,48.0,15.0699996948,1373.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670248,275.663621157,465,2117,16400,42.305513611100004,-83.6910486111,48.0,15.0699996948,1404.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670249,275.663621157,465,2117,16500,42.305513611100004,-83.6910486111,48.0,12.7599992752,1404.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670250,275.663621157,465,2117,18000,42.3056519444,-83.6905777778,48.0,12.7599992752,1404.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670251,275.663621157,465,2117,18300,42.3056519444,-83.6905777778,48.0,12.7599992752,1404.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670252,275.663621157,465,2117,18400,42.3056519444,-83.6905777778,48.0,12.7599992752,1048.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670253,275.663621157,465,2117,18500,42.3056519444,-83.6905777778,45.0,8.72999954224,1048.0,12.1568632126,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670254,275.663621157,465,2117,18700,42.3056519444,-83.6905777778,45.0,8.72999954224,1048.0,18.823530197100002,20.0,,,,,,,,-1.5625,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670255,275.663621157,465,2117,19000,42.3056519444,-83.6905777778,45.0,8.72999954224,1048.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670256,275.663621157,465,2117,19500,42.3056519444,-83.6905777778,42.0,8.72999954224,1048.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670257,275.663621157,465,2117,20400,42.3056519444,-83.6905777778,42.0,8.72999954224,847.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670258,275.663621157,465,2117,20500,42.3056519444,-83.6905777778,42.0,5.07999992371,847.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670259,275.663621157,465,2117,20600,42.3056519444,-83.6905777778,40.0,5.07999992371,847.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670260,275.663621157,465,2117,21100,42.3057677778,-83.69015972220001,40.0,5.07999992371,847.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670261,275.663621157,465,2117,21600,42.3057677778,-83.69015972220001,39.0,5.07999992371,847.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670262,275.663621157,465,2117,22400,42.3057677778,-83.69015972220001,39.0,5.07999992371,752.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670263,275.663621157,465,2117,22500,42.3057677778,-83.69015972220001,39.0,4.65999984741,752.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670264,275.663621157,465,2117,22700,42.3057677778,-83.69015972220001,37.0,4.65999984741,752.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670265,275.663621157,465,2117,23700,42.3057677778,-83.69015972220001,33.0,4.65999984741,752.0,18.823530197100002,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670266,275.663621157,465,2117,23800,42.3057677778,-83.69015972220001,33.0,4.65999984741,752.0,17.6470584869,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670267,275.663621157,465,2117,23900,42.3057875,-83.68974277779999,33.0,4.65999984741,752.0,17.6470584869,20.0,,,,,,,,-2.34375,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670268,275.663621157,465,2117,24000,42.3057875,-83.68974277779999,33.0,4.65999984741,752.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,-0.78125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670269,275.663621157,465,2117,24100,42.3057875,-83.68974277779999,33.0,4.65999984741,752.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670270,275.663621157,465,2117,24400,42.3057875,-83.68974277779999,33.0,4.65999984741,861.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670271,275.663621157,465,2117,24500,42.3057875,-83.68974277779999,33.0,5.579999923709999,861.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670272,275.663621157,465,2117,24700,42.3057875,-83.68974277779999,29.0,5.579999923709999,861.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670273,275.663621157,465,2117,25800,42.3057875,-83.68974277779999,28.0,5.579999923709999,861.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670274,275.663621157,465,2117,26400,42.3057875,-83.68974277779999,28.0,5.579999923709999,1907.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670275,275.663621157,465,2117,26500,42.3057875,-83.68974277779999,28.0,34.1899986267,1907.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670276,275.663621157,465,2117,26800,42.3057875,-83.68974277779999,29.0,34.1899986267,1907.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670277,275.663621157,465,2117,27000,42.305764722199996,-83.6895066667,29.0,34.1899986267,1907.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670278,275.663621157,465,2117,27900,42.305764722199996,-83.6895066667,33.0,34.1899986267,1907.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670279,275.663621157,465,2117,28400,42.305764722199996,-83.6895066667,33.0,34.1899986267,2180.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670280,275.663621157,465,2117,28500,42.305764722199996,-83.6895066667,33.0,48.36999893189999,2180.0,17.6470584869,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670281,275.663621157,465,2117,28800,42.305764722199996,-83.6895066667,33.0,48.36999893189999,2180.0,63.137256622299994,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670282,275.663621157,465,2117,28900,42.305764722199996,-83.6895066667,38.0,48.36999893189999,2180.0,63.137256622299994,20.0,,,,,,,,0.0,5.46875,0.0,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670283,275.663621157,465,2117,29100,42.305764722199996,-83.6895066667,38.0,48.36999893189999,2180.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670284,275.663621157,465,2117,29900,42.305764722199996,-83.6895066667,44.0,48.36999893189999,2180.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670285,275.663621157,465,2117,30000,42.3054327778,-83.6893280556,44.0,48.36999893189999,2180.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670286,275.663621157,465,2117,30400,42.3054327778,-83.6893280556,44.0,48.36999893189999,2259.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670287,275.663621157,465,2117,30500,42.3054327778,-83.6893280556,44.0,50.770000457799995,2259.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670288,275.663621157,465,2117,31000,42.3054327778,-83.6893280556,49.0,50.770000457799995,2259.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670289,275.663621157,465,2117,32000,42.3054327778,-83.6893280556,54.0,50.770000457799995,2259.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670290,275.663621157,465,2117,32400,42.3054327778,-83.6893280556,54.0,50.770000457799995,1994.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670291,275.663621157,465,2117,32500,42.3054327778,-83.6893280556,54.0,49.3499984741,1994.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670292,275.663621157,465,2117,33000,42.3050422222,-83.6890730556,54.0,49.3499984741,1994.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670293,275.663621157,465,2117,33100,42.3050422222,-83.6890730556,58.0,49.3499984741,1994.0,63.137256622299994,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670294,275.663621157,465,2117,33900,42.3050422222,-83.6890730556,58.0,49.3499984741,1994.0,60.0,20.0,,,,,,,,2.34375,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670295,275.663621157,465,2117,34100,42.3050422222,-83.6890730556,63.0,49.3499984741,1994.0,60.0,20.0,,,,,,,,3.125,5.46875,2.34375,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670296,275.663621157,465,2117,34200,42.3050422222,-83.6890730556,63.0,49.3499984741,1994.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670297,275.663621157,465,2117,34400,42.3050422222,-83.6890730556,63.0,49.3499984741,2229.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670298,275.663621157,465,2117,34500,42.3050422222,-83.6890730556,63.0,46.7599983215,2229.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670299,275.663621157,465,2117,35100,42.3050422222,-83.6890730556,66.0,46.7599983215,2229.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670300,275.663621157,465,2117,35900,42.3046166667,-83.6886808333,66.0,46.7599983215,2229.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670301,275.663621157,465,2117,36200,42.3046166667,-83.6886808333,69.0,46.7599983215,2229.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670302,275.663621157,465,2117,36400,42.3046166667,-83.6886808333,69.0,46.7599983215,2441.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670303,275.663621157,465,2117,36500,42.3046166667,-83.6886808333,69.0,51.6899986267,2441.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670304,275.663621157,465,2117,37200,42.3046166667,-83.6886808333,72.0,51.6899986267,2441.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670305,275.663621157,465,2117,38300,42.3046166667,-83.6886808333,78.0,51.6899986267,2441.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670306,275.663621157,465,2117,38400,42.3046166667,-83.6886808333,78.0,51.6899986267,2516.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670307,275.663621157,465,2117,38500,42.3046166667,-83.6886808333,78.0,44.4899978638,2516.0,60.0,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670308,275.663621157,465,2117,38900,42.3046166667,-83.6886808333,78.0,44.4899978638,2516.0,58.4313735962,20.0,,,,,,,,3.125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670309,275.663621157,465,2117,39100,42.3046166667,-83.6886808333,78.0,44.4899978638,2516.0,58.4313735962,20.0,,,,,,,,0.78125,5.46875,3.90625,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670310,275.663621157,465,2117,39200,42.3046166667,-83.6886808333,78.0,44.4899978638,2516.0,58.4313735962,20.0,,,,,,,,0.78125,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670311,275.663621157,465,2117,40000,42.3040325,-83.6880952778,78.0,44.4899978638,2516.0,58.4313735962,20.0,,,,,,,,0.78125,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670312,275.663621157,465,2117,40300,42.3040325,-83.6880952778,80.0,44.4899978638,2516.0,58.4313735962,20.0,,,,,,,,0.78125,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670313,275.663621157,465,2117,40400,42.3040325,-83.6880952778,80.0,44.4899978638,1926.0,58.4313735962,20.0,,,,,,,,0.78125,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670314,275.663621157,465,2117,40500,42.3040325,-83.6880952778,80.0,46.229999542200005,1926.0,58.4313735962,20.0,,,,,,,,0.78125,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670315,275.663621157,465,2117,41400,42.3040325,-83.6880952778,82.0,46.229999542200005,1926.0,58.4313735962,20.0,,,,,,,,0.78125,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
10670316,275.663621157,465,2117,42400,42.3040325,-83.6880952778,84.0,46.229999542200005,1985.0,58.4313735962,20.0,,,,,,,,0.78125,5.46875,3.125,5.46875,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,4000
