"SECONDS";"PID";"VALUE";"UNITS"
"36560.171482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.8350048";""
"36560.717482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36560.717482";"Throttle position";"35.6862745098039";"%"
"36560.990482";"Average fuel consumption";"8.78497120559416";"L/100km"
"36560.990482";"Average fuel consumption (total)";"10.0916650435384";"L/100km"
"36560.990482";"Calculated boost";"0.859330986367655";"bar"
"36560.990482";"Calculated instant fuel rate";"18.2068448091764";"L/h"
"36560.990482";"Fuel used";"0.380849086258026";"L"
"36560.990482";"Fuel used (total)";"0.437497325911124";"L"
"36560.990482";"Fuel used price";"0.384657577120606";"$"
"36560.990482";"Fuel used price (total)";"0.06";"$"
"36560.990482";"Instant engine power (based on fuel consumption)";"52.3886787013375";"hp"
"36560.990482";"MAF air flow rate";"54.77";"g/sec"
"36561.264482";"Average speed";"62.4919293408885";"km/h"
"36561.264482";"Calculated instant fuel consumption";"37.9309266857841";"L/100km"
"36561.264482";"Distance travelled";"4.35729753622222";"km"
"36561.264482";"Distance travelled (total)";"4.35729753622222";"km"
"36561.264482";"Vehicle acceleration";"1.99279758116222";"m_sec2"
"36561.264482";"Vehicle speed";"48";"km/h"
"36561.549482";"Engine RPM";"2754";"rpm"
"36561.833482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.04296875";"mA"
"36561.833482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.562408";""
"36562.383482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36562.383482";"Throttle position";"30.5882352941176";"%"
"36562.655482";"Average fuel consumption";"8.86934833548686";"L/100km"
"36562.655482";"Average fuel consumption (total)";"10.1694257156102";"L/100km"
"36562.655482";"Calculated boost";"0.0780485002832845";"bar"
"36562.655482";"Calculated instant fuel rate";"12.1404729594134";"L/h"
"36562.655482";"Fuel used";"0.386463896501135";"L"
"36562.655482";"Fuel used (total)";"0.443112136154233";"L"
"36562.655482";"Fuel used price";"0.390328535466147";"$"
"36562.655482";"Fuel used price (total)";"0.06";"$"
"36562.655482";"Instant engine power (based on fuel consumption)";"34.9331992346321";"hp"
"36562.655482";"MAF air flow rate";"35.85";"g/sec"
"36562.940482";"Average speed";"62.4356066751138";"km/h"
"36562.940482";"Calculated instant fuel consumption";"22.482357332247";"L/100km"
"36562.940482";"Distance travelled";"4.38243687922222";"km"
"36562.940482";"Distance travelled (total)";"4.38243687922222";"km"
"36562.940482";"Vehicle acceleration";"1.66051489900231";"m_sec2"
"36562.940482";"Vehicle speed";"54";"km/h"
"36563.225482";"Engine RPM";"2231";"rpm"
"36563.510482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.0390625";"mA"
"36563.510482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.5911024";""
"36564.076482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36564.076482";"Throttle position";"29.8039215686275";"%"
"36564.347482";"Average fuel consumption";"8.9435959079087";"L/100km"
"36564.347482";"Average fuel consumption (total)";"10.2362155442958";"L/100km"
"36564.347482";"Calculated boost";"0.283898061752038";"bar"
"36564.347482";"Calculated instant fuel rate";"11.6670839372874";"L/h"
"36564.347482";"Fuel used";"0.3919474453968";"L"
"36564.347482";"Fuel used (total)";"0.448595685049898";"L"
"36564.347482";"Fuel used price";"0.395866919850768";"$"
"36564.347482";"Fuel used price (total)";"0.06";"$"
"36564.347482";"Instant engine power (based on fuel consumption)";"33.5710617725498";"hp"
"36564.347482";"MAF air flow rate";"34.52";"g/sec"
"36564.631482";"Average speed";"62.4127764115546";"km/h"
"36564.631482";"Calculated instant fuel consumption";"19.7747185377753";"L/100km"
"36564.631482";"Distance travelled";"4.41014029152778";"km"
"36564.631482";"Distance travelled (total)";"4.41014029152778";"km"
"36564.631482";"Vehicle acceleration";"1.28234246606883";"m_sec2"
"36564.631482";"Vehicle speed";"59";"km/h"
"36564.916482";"Engine RPM";"2363";"rpm"
"36565.209482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.08203125";"mA"
"36565.209482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.4332832";""
"36565.755482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36565.755482";"Throttle position";"29.4117647058824";"%"
"36566.027482";"Average fuel consumption";"9.01526507162516";"L/100km"
"36566.027482";"Average fuel consumption (total)";"10.299764790646";"L/100km"
"36566.027482";"Calculated boost";"0.241593809380252";"bar"
"36566.027482";"Calculated instant fuel rate";"12.0850810479679";"L/h"
"36566.027482";"Fuel used";"0.397585837311772";"L"
"36566.027482";"Fuel used (total)";"0.454234076964869";"L"
"36566.027482";"Fuel used price";"0.401561695684889";"$"
"36566.027482";"Fuel used price (total)";"0.06";"$"
"36566.027482";"Instant engine power (based on fuel consumption)";"34.7738136254404";"hp"
"36566.027482";"MAF air flow rate";"35.37";"g/sec"
"36566.311482";"Average speed";"62.4166314225502";"km/h"
"36566.311482";"Calculated instant fuel consumption";"19.1826683301078";"L/100km"
"36566.311482";"Distance travelled";"4.43955622877778";"km"
"36566.311482";"Distance travelled (total)";"4.43955622877778";"km"
"36566.311482";"Vehicle acceleration";"0.994729530031728";"m_sec2"
"36566.311482";"Vehicle speed";"63";"km/h"
"36566.596482";"Engine RPM";"2393";"rpm"
"36566.881482";"Oxygen sensor 1 Wide Range Current (mA)";"0.02734375";"mA"
"36566.881482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.9354352";""
"36567.435482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36567.435482";"Throttle position";"24.3137254901961";"%"
"36567.718482";"Average fuel consumption";"9.03615374017212";"L/100km"
"36567.718482";"Average fuel consumption (total)";"10.3121425267516";"L/100km"
"36567.718482";"Calculated boost";"-0.20469151275103";"bar"
"36567.718482";"Calculated instant fuel rate";"7.62074734067286";"L/h"
"36567.718482";"Fuel used";"0.401165126213747";"L"
"36567.718482";"Fuel used (total)";"0.457813365866845";"L"
"36567.718482";"Fuel used price";"0.405176777475885";"$"
"36567.718482";"Fuel used price (total)";"0.06";"$"
"36567.718482";"Instant engine power (based on fuel consumption)";"21.9280654105078";"hp"
"36567.718482";"MAF air flow rate";"23.08";"g/sec"
"36568.003482";"Average speed";"62.4204594767018";"km/h"
"36568.003482";"Calculated instant fuel consumption";"12.0964243502744";"L/100km"
"36568.003482";"Distance travelled";"4.46915747527778";"km"
"36568.003482";"Distance travelled (total)";"4.46915747527778";"km"
"36568.003482";"Vehicle acceleration";"0.618314704129613";"m_sec2"
"36568.003482";"Vehicle speed";"63";"km/h"
"36568.287482";"Engine RPM";"1860";"rpm"
"36568.568482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.09765625";"mA"
"36568.568482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.3902416";""
"36569.114482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36569.114482";"Throttle position";"16.078431372549";"%"
"36569.387482";"Average fuel consumption";"8.99695587691274";"L/100km"
"36569.387482";"Average fuel consumption (total)";"10.2644932140162";"L/100km"
"36569.387482";"Calculated boost";"-0.751382548020834";"bar"
"36569.387482";"Calculated instant fuel rate";"1.99107531276755";"L/h"
"36569.387482";"Fuel used";"0.402088126120489";"L"
"36569.387482";"Fuel used (total)";"0.458736365773587";"L"
"36569.387482";"Fuel used price";"0.406109007381694";"$"
"36569.387482";"Fuel used price (total)";"0.06";"$"
"36569.387482";"Instant engine power (based on fuel consumption)";"5.72915328954589";"hp"
"36569.387482";"MAF air flow rate";"5.81";"g/sec"
"36569.660482";"Average speed";"62.3986086591127";"km/h"
"36569.660482";"Calculated instant fuel consumption";"3.37470391994499";"L/100km"
"36569.660482";"Distance travelled";"4.49631732386111";"km"
"36569.660482";"Distance travelled (total)";"4.49631732386111";"km"
"36569.660482";"Vehicle speed";"59";"km/h"
"36569.933482";"Engine RPM";"1702";"rpm"
"36570.217482";"Oxygen sensor 1 Wide Range Current (mA)";"2.1796875";"mA"
"36570.217482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36570.773482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36570.773482";"Throttle position";"15.2941176470588";"%"
"36571.046482";"Average fuel consumption";"8.94261007751128";"L/100km"
"36571.046482";"Average fuel consumption (total)";"10.2024908993669";"L/100km"
"36571.046482";"Calculated boost";"-0.720669603903617";"bar"
"36571.046482";"Calculated instant fuel rate";"0";"L/h"
"36571.046482";"Fuel used";"0.402088126120489";"L"
"36571.046482";"Fuel used (total)";"0.458736365773587";"L"
"36571.046482";"Fuel used price";"0.406109007381694";"$"
"36571.046482";"Fuel used price (total)";"0.06";"$"
"36571.046482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36571.046482";"MAF air flow rate";"5.94";"g/sec"
"36571.320482";"Average speed";"62.3452252538979";"km/h"
"36571.320482";"Calculated instant fuel consumption";"0";"L/100km"
"36571.320482";"Distance travelled";"4.52120818436111";"km"
"36571.320482";"Distance travelled (total)";"4.52120818436111";"km"
"36571.320482";"Vehicle acceleration";"-0.207637079487469";"m_sec2"
"36571.320482";"Vehicle speed";"54";"km/h"
"36571.605482";"Engine RPM";"1533";"rpm"
"36571.889482";"Oxygen sensor 1 Wide Range Current (mA)";"2.5078125";"mA"
"36571.889482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36572.449482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36572.449482";"Throttle position";"18.0392156862745";"%"
"36572.733482";"Average fuel consumption";"8.89337782567312";"L/100km"
"36572.733482";"Average fuel consumption (total)";"10.1463225551161";"L/100km"
"36572.733482";"Calculated boost";"0.191482639117601";"bar"
"36572.733482";"Calculated instant fuel rate";"0";"L/h"
"36572.733482";"Fuel used";"0.402088126120489";"L"
"36572.733482";"Fuel used (total)";"0.458736365773587";"L"
"36572.733482";"Fuel used price";"0.406109007381694";"$"
"36572.733482";"Fuel used price (total)";"0.06";"$"
"36572.733482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36572.733482";"MAF air flow rate";"22.03";"g/sec"
"36573.007482";"Average speed";"62.2723663466417";"km/h"
"36573.007482";"Calculated instant fuel consumption";"0";"L/100km"
"36573.007482";"Distance travelled";"4.54511318486111";"km"
"36573.007482";"Distance travelled (total)";"4.54511318486111";"km"
"36573.007482";"Vehicle acceleration";"-0.497845444399545";"m_sec2"
"36573.007482";"Vehicle speed";"51";"km/h"
"36573.282482";"Engine RPM";"1965";"rpm"
"36573.564482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.3125";"mA"
"36573.564482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.7446176";""
"36574.109482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36574.109482";"Throttle position";"28.6274509803922";"%"
"36574.382482";"Average fuel consumption";"8.96118538930702";"L/100km"
"36574.382482";"Average fuel consumption (total)";"10.2075402620917";"L/100km"
"36574.382482";"Calculated boost";"0.338327497285277";"bar"
"36574.382482";"Calculated instant fuel rate";"11.3666412215282";"L/h"
"36574.382482";"Fuel used";"0.407296018649241";"L"
"36574.382482";"Fuel used (total)";"0.463944258302338";"L"
"36574.382482";"Fuel used price";"0.411368978835733";"$"
"36574.382482";"Fuel used price (total)";"0.06";"$"
"36574.382482";"Instant engine power (based on fuel consumption)";"32.7065628948455";"hp"
"36574.382482";"MAF air flow rate";"31.68";"g/sec"
"36574.656482";"Average speed";"62.2145387373109";"km/h"
"36574.656482";"Calculated instant fuel consumption";"21.4464928708078";"L/100km"
"36574.656482";"Distance travelled";"4.56938965819444";"km"
"36574.656482";"Distance travelled (total)";"4.56938965819444";"km"
"36574.656482";"Vehicle speed";"53";"km/h"
"36574.931482";"Engine RPM";"1859";"rpm"
"36575.205482";"Oxygen sensor 1 Wide Range Current (mA)";"0.08984375";"mA"
"36575.205482";"Oxygen sensor 1 Wide Range Equivalence ratio";"15.351504";""
"36575.760482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36575.760482";"Throttle position";"40.7843137254902";"%"
"36576.035482";"Average fuel consumption";"9.0718877748868";"L/100km"
"36576.035482";"Average fuel consumption (total)";"10.3116209535075";"L/100km"
"36576.035482";"Calculated boost";"1.19826253860212";"bar"
"36576.035482";"Calculated instant fuel rate";"15.7535767108168";"L/h"
"36576.035482";"Fuel used";"0.414529901788683";"L"
"36576.035482";"Fuel used (total)";"0.471178141441781";"L"
"36576.035482";"Fuel used price";"0.41867520080657";"$"
"36576.035482";"Fuel used price (total)";"0.06";"$"
"36576.035482";"Instant engine power (based on fuel consumption)";"45.3296041873161";"hp"
"36576.035482";"MAF air flow rate";"49.04";"g/sec"
"36576.310482";"Average speed";"62.1821269814525";"km/h"
"36576.310482";"Calculated instant fuel consumption";"27.637853878626";"L/100km"
"36576.310482";"Distance travelled";"4.59557342994444";"km"
"36576.310482";"Distance travelled (total)";"4.59557342994444";"km"
"36576.310482";"Vehicle speed";"57";"km/h"
"36576.596482";"Engine RPM";"2396";"rpm"
"36576.879482";"Oxygen sensor 1 Wide Range Current (mA)";"0.03125";"mA"
"36576.879482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.9641296";""
"36577.440482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36577.440482";"Throttle position";"26.2745098039216";"%"
"36577.711482";"Average fuel consumption";"9.071926446762";"L/100km"
"36577.711482";"Average fuel consumption (total)";"10.3045961128363";"L/100km"
"36577.711482";"Calculated boost";"-0.470920512201966";"bar"
"36577.711482";"Calculated instant fuel rate";"5.10810573067902";"L/h"
"36577.711482";"Fuel used";"0.416907041371498";"L"
"36577.711482";"Fuel used (total)";"0.473555281024595";"L"
"36577.711482";"Fuel used price";"0.421076111785213";"$"
"36577.711482";"Fuel used price (total)";"0.06";"$"
"36577.711482";"Instant engine power (based on fuel consumption)";"14.6981485645513";"hp"
"36577.711482";"MAF air flow rate";"15.5";"g/sec"
"36578.014482";"Average speed";"62.1555115332534";"km/h"
"36578.014482";"Calculated instant fuel consumption";"8.80707884599831";"L/100km"
"36578.014482";"Distance travelled";"4.62302784433333";"km"
"36578.014482";"Distance travelled (total)";"4.62302784433333";"km"
"36578.014482";"Vehicle speed";"58";"km/h"
"36578.301482";"Engine RPM";"1798";"rpm"
"36578.575482";"Oxygen sensor 1 Wide Range Current (mA)";"0.02734375";"mA"
"36578.575482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.9354352";""
"36579.120482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36579.120482";"Throttle position";"20.3921568627451";"%"
"36579.392482";"Average fuel consumption";"9.06960378891912";"L/100km"
"36579.392482";"Average fuel consumption (total)";"10.2949530959222";"L/100km"
"36579.392482";"Calculated boost";"-0.292877491291214";"bar"
"36579.392482";"Calculated instant fuel rate";"5.1014101565596";"L/h"
"36579.392482";"Fuel used";"0.419290308532442";"L"
"36579.392482";"Fuel used (total)";"0.47593854818554";"L"
"36579.392482";"Fuel used price";"0.423483211617767";"$"
"36579.392482";"Fuel used price (total)";"0.06";"$"
"36579.392482";"Instant engine power (based on fuel consumption)";"14.6788826079872";"hp"
"36579.392482";"MAF air flow rate";"15.45";"g/sec"
"36579.666482";"Average speed";"62.117759452141";"km/h"
"36579.666482";"Calculated instant fuel consumption";"9.10966099385644";"L/100km"
"36579.666482";"Distance travelled";"4.64873081922222";"km"
"36579.666482";"Distance travelled (total)";"4.64873081922222";"km"
"36579.666482";"Vehicle speed";"56";"km/h"
"36579.957482";"Engine RPM";"1748";"rpm"
"36580.240482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.015625";"mA"
"36580.240482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.6915328";""
"36580.784482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36580.784482";"Throttle position";"33.3333333333333";"%"
